Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No,Supplier Price
JEERA,,,GREENS,,,,,, 38.00 ,,,,,,,,,,,,,,,,,
DAL CHINI,,8906128400239,GREENS,,,,,, 50.00 ,,,,,,,,,,,,,,,,,
AJWAIN,,8906128400000,GREENS,,,,,, 48.00 ,,,,,,,,,,,,,,,,,
BLACK PEPPER,,,GREENS,,,,,, 98.00 ,,,,,,,,,,,,,,,,,
MUSTARD SEEDS,,,GREENS,,,,,, 26.00 ,,,,,,,,,,,,,,,,,
CLOVES,,,GREENS,,,,,, 80.00 ,,,,,,,,,,,,,,,,,
CLOVES,,8906128400567,GREENS,,,,,, 85.00 ,,,,,,,,,,,,,,,,,
DHANIYA SABUT,,8906128400260,GREENS,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
MEETHI,,,GREENS,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
MEETHI,,,GREENS,,,,,, 28.00 ,,,,,,,,,,,,,,,,,
RAI,,,GREENS,,,,,, 50.00 ,,,,,,,,,,,,,,,,,
CARDAMOM,,,GREENS,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
SHAKKAR,,8906128400994,GREENS,,,,,, 55.00 ,,,,,,,,,,,,,,,,,
HORLICS,,8901571001354,GSK,,,,,, 242.00 ,,,,,,,,,,,,,,,,,
HORLICKS CLASSIC MALT TETRA,,8901571001996,GSK,,,,,, 229.00 ,,,,,,,,,,,,,,,,,
HORLICKS CLASSIC MALT BOTTLE,,8901571001354,GSK,,,,,, 242.00 ,,,,,,,,,,,,,,,,,
HORLICKS CLASSIC MALT BOTTLE,,8901571001361,GSK,,,,,, 454.00 ,,,,,,,,,,,,,,,,,
HORLICKS JUNIOR,,8901030820045,GSK,,,,,, 209.00 ,,,,,,,,,,,,,,,,,
HORLICK CHOCOLATE,,8901030812897,GSK,,,,,, 190.00 ,,,,,,,,,,,,,,,,,
HORLICKS MOTHER'S,,8901571001989,GSK,,,,,, 525.00 ,,,,,,,,,,,,,,,,,
BOOST,,8901571000043,GSK,,,,,, 247.00 ,,,,,,,,,,,,,,,,,
PAPAD,,8904063251046,HALDIRAM,,,,,, 52.00 ,,,,,,,,,,,,,,,,,
NUT CRACKER,,8901314010520,HALDIRAM,,,,,, 45.00 ,,,,,,,,,,,,,,,,,
SALTED PEANUT,,8904063253842,HALDIRAM,,,,,, 46.00 ,,,,,,,,,,,,,,,,,
ALL-IN-ONE,,8904063200020,HALDIRAM,,,,,, 46.00 ,,,,,,,,,,,,,,,,,
BHUJIA,,8904063200051,HALDIRAM,,,,,, 46.00 ,,,,,,,,,,,,,,,,,
LITE MIXTURE,,,HALDIRAM,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
CHIWDA,,,HALDIRAM,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
BOONDI,,8904063200464,HALDIRAM,,,,,, 44.00 ,,,,,,,,,,,,,,,,,
ROO-A-AFZA,,8901453000024,HAMDARD,,,,,, 150.00 ,,,,,,,,,,,,,,,,,
BANDAID,,,HANSAPLAST,,,,,, 2.00 ,,,,,,,,,,,,,,,,,
DHOOP,,,HARIDARSHAN,,,,,, 15.00 ,,,,,,,,,,,,,,,,,
HARPIC TOILET CLEANER,,8901396151005,HARPIC,,,,,, 86.00 ,,,,,,,,,,,,,,,,,
HARPIC TOILET CLEANER,,8901396173502,HARPIC,,,,,, 168.00 ,,,,,,,,,,,,,,,,,
HARPIC BATHROOM CLEANER,,8901396153306,HARPIC,,,,,, 91.00 ,,,,,,,,,,,,,,,,,
SHAMPOO,,,HEAD & SHOULDER,,,,,, 150.00 ,,,,,,,,,,,,,,,,,
HEINZ TOMATO KETCHUP,,8908012605010,HEINZ,,,,,, 99.00 ,,,,,,,,,,,,,,,,,
HEINZ TOMATO KETCHUP,,8908012605003,HEINZ,,,,,, 165.00 ,,,,,,,,,,,,,,,,,
CHOCOLATE DRINKING,,,HERSHEY,,,,,, 200.00 ,,,,,,,,,,,,,,,,,
HANDWASH REFILL,,8901138844745,HIMALAYA,,,,,, 50.00 ,,,,,,,,,,,,,,,,,
HIMALAYA ANIT-HAIR FALL SHAMPOO,,8901138815943,HIMALAYA,,,,,, 230.00 ,,,,,,,,,,,,,,,,,
HIMALAYA ANIT-HAIR FALL SHAMPOO,,8901138815936,HIMALAYA,,,,,, 130.00 ,,,,,,,,,,,,,,,,,
HIMALAYA NEEM FACE WASH,,8901138822477,HIMALAYA,,,,,, 190.00 ,,,,,,,,,,,,,,,,,
HIMALAYA NEEM FACE WASH,,8901138512460,HIMALAYA,,,,,, 120.00 ,,,,,,,,,,,,,,,,,
HIMALAYA NEEM FACE WASH,,8901138512187,HIMALAYA,,,,,, 65.00 ,,,,,,,,,,,,,,,,,
HIMALYA SPARKLING WHITE TOOTHPASTE,,8901138836122,HIMALAYA,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
HIMALYA SPARKLING WHITE TOOTHPASTE,,8901138836115,HIMALAYA,,,,,, 60.00 ,,,,,,,,,,,,,,,,,
HIMALYA COMPLETE CARE TOOTHPASTE,,8901138836092,HIMALAYA,,,,,, 50.00 ,,,,,,,,,,,,,,,,,
HIMALYA COMPLETE CARE TOOTHPASTE,,8901138836108,HIMALAYA,,,,,, 80.00 ,,,,,,,,,,,,,,,,,
HIMALYA SENSITIVE TOOTHPASTE,,8901138836078,HIMALAYA,,,,,, 105.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SOAP,,8901138512606,HIMALAYA,,,,,, 68.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SOAP,,8901138511838,HIMALAYA,,,,,, 48.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SHAMPOO,,8901138511449,HIMALAYA,,,,,, 85.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY MASSAGE OIL,,8901138511739,HIMALAYA,,,,,, 100.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY MASSAGE OIL,,8901138512408,HIMALAYA,,,,,, 175.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY WASH,,8901138512903,HIMALAYA,,,,,, 145.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY LOTION,,8901138511463,HIMALAYA,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY LOTION,,8901138511470,HIMALAYA,,,,,, 155.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SHAMPOO,,8901138512576,HIMALAYA,,,,,, 300.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY SHAMPOO,,8901138511456,HIMALAYA,,,,,, 160.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY POWDER,,8901138511814,HIMALAYA,,,,,, 70.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY POWDER,,8901138513153,HIMALAYA,,,,,, 130.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY POWDER,,8901138824037,HIMALAYA,,,,,, 200.00 ,,,,,,,,,,,,,,,,,
HIMALAYA BABY CREAM,,8901138511487,HIMALAYA,,,,,, 70.00 ,,,,,,,,,,,,,,,,,
HIMALAYA BABY CREAM,,8901138511494,HIMALAYA,,,,,, 135.00 ,,,,,,,,,,,,,,,,,
HIMALAYA GENTLE BABY WIPES,,8901138513184,HIMALAYA,,,,,, 318.00 ,,,,,,,,,,,,,,,,,
MOTTEIN LIQUID,,8901396528302,HINDUSTAN FOODS,,,,,, 72.00 ,,,,,,,,,,,,,,,,,
MORTIEN POWER COIL,,8901396506003,HINDUSTAN FOODS,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
LAL HIT,,8901157025194,HIT,,,,,, 269.00 ,,,,,,,,,,,,,,,,,
KALA HIT,,8901157025170,HIT,,,,,, 269.00 ,,,,,,,,,,,,,,,,,
KALA HIT LIME FRESH,,8901023019265,HIT,,,,,, 325.00 ,,,,,,,,,,,,,,,,,
LAL HIT,,8901157025200,HIT,,,,,, 182.00 ,,,,,,,,,,,,,,,,,
KALA HIT LIME FRESH,,8901023014291,HIT,,,,,, 182.00 ,,,,,,,,,,,,,,,,,
LAL HIT,,8901157025071,HIT,,,,,, 99.00 ,,,,,,,,,,,,,,,,,
KAKA HIT LIME FRESH,,8901023014284,HIT,,,,,, 99.00 ,,,,,,,,,,,,,,,,,
MIXED FRUIT JAM,,8901030534966,HUL,,,,,, 65.00 ,,,,,,,,,,,,,,,,,
MIXED FRUIT JAM,,8901030535048,HUL,,,,,, 150.00 ,,,,,,,,,,,,,,,,,
KETCHUP,,8901030794193,HUL,,,,,, 50.00 ,,,,,,,,,,,,,,,,,
KETCHUP,,,HUL,,,,,, 85.00 ,,,,,,,,,,,,,,,,,
KETCHUP,,8901030765353,HUL,,,,,, 15.00 ,,,,,,,,,,,,,,,,,
KETCHUP,,,HUL,,,,,, 140.00 ,,,,,,,,,,,,,,,,,
RIN FABRIC WHITENER,,,HUL,,,,,, 62.00 ,,,,,,,,,,,,,,,,,
KETCHUP,,8901030667756,HUL,,,,,, 130.00 ,,,,,,,,,,,,,,,,,
TOMATO PUREE,,8901030561603,HUL,,,,,, 25.00 ,,,,,,,,,,,,,,,,,
PEARS BATH SOAP,,8901030771262,HUL,,,,,, 65.00 ,,,,,,,,,,,,,,,,,
LUX 4+1 SOAP,,8901030793387,HUL,,,,,, 95.00 ,,,,,,,,,,,,,,,,,
LUX 4+1 SOAP,,8901030793073,HUL,,,,,, 95.00 ,,,,,,,,,,,,,,,,,
LUX BATH SOAP,,8901030682322,HUL,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
LUX BATH SOAP,,8901030682339,HUL,,,,,, 55.00 ,,,,,,,,,,,,,,,,,
LIRIL BATH SOAP,,8901030724350,HUL,,,,,, 57.00 ,,,,,,,,,,,,,,,,,
LIFEBUOY BATH SOAP,,8901030726910,HUL,,,,,, 80.00 ,,,,,,,,,,,,,,,,,
VIM LIQUID WASH,,8901030760648,HUL,,,,,, 155.00 ,,,,,,,,,,,,,,,,,
VIM LIQUID WASH,,8901030760587,HUL,,,,,, 105.00 ,,,,,,,,,,,,,,,,,
FAIR & LOVELY BATH SOAP,,8901030740824,HUL,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
PEARS BATH SOAP SUPER SAVER,,8901030771293,HUL,,,,,, 150.00 ,,,,,,,,,,,,,,,,,
DOVE BATH SOAP,,8901030770388,HUL,,,,,, 160.00 ,,,,,,,,,,,,,,,,,
DOVE BATH SOAP,,8901030795589,HUL,,,,,, 45.00 ,,,,,,,,,,,,,,,,,
CLINIC PLUS SHAMPOO,,8901030748066,HUL,,,,,, 84.00 ,,,,,,,,,,,,,,,,,
DOVE DAILY SHINE SHAMPOO,,8901030704321,HUL,,,,,, 500.00 ,,,,,,,,,,,,,,,,,
DOVE DAILY SHINE SHAMPOO,,8901030707995,HUL,,,,,, 230.00 ,,,,,,,,,,,,,,,,,
DOVE DRYNESS CARE SHAMPOO,,8901030703607,HUL,,,,,, 230.00 ,,,,,,,,,,,,,,,,,
DOVE INTENSE REPAIR SHAMPOO,,8901030703829,HUL,,,,,, 110.00 ,,,,,,,,,,,,,,,,,
DOVE DANDRUFF CARE SHAMPOO,,8901030764356,HUL,,,,,, 145.00 ,,,,,,,,,,,,,,,,,
TRESEMME KERATIN SMOOTH SHAMPOO,,8901030700194,HUL,,,,,, 465.00 ,,,,,,,,,,,,,,,,,
TRESEMME KERATIN SMOOTH SHAMPOO,,8901030705915,HUL,,,,,, 130.00 ,,,,,,,,,,,,,,,,,
TRESEMME SMOOTH & SHINE SHAMPOO,,8901030705885,HUL,,,,,, 120.00 ,,,,,,,,,,,,,,,,,
TRESEMME HAIRFALL DEFENCE SHAMPOO,,8901030700743,HUL,,,,,, 187.00 ,,,,,,,,,,,,,,,,,
AXE DARK TEMPTATION DEO,,8901030569180,HUL,,,,,, 200.00 ,,,,,,,,,,,,,,,,,
SUNSILK BLACK SHINE SHAMPOO,,8901030789359,HUL,,,,,, 310.00 ,,,,,,,,,,,,,,,,,
SUNSILK THICK AND LONG SHAMPOO,,8901030745539,HUL,,,,,, 180.00 ,,,,,,,,,,,,,,,,,
SUNSILK BLACK SHINE SHAMPOO,,8901030738333,HUL,,,,,, 95.00 ,,,,,,,,,,,,,,,,,
SUNSILK THICK AND LONG SHAMPOO,,8901030775901,HUL,,,,,, 95.00 ,,,,,,,,,,,,,,,,,
CLINIC PLUS SHAMPOO,,8901030789083,HUL,,,,,, 288.00 ,,,,,,,,,,,,,,,,,
CLINIC PLUS SHAMPOO,,8901030748110,HUL,,,,,, 159.00 ,,,,,,,,,,,,,,,,,
VASELINE PETRO JELLY,,8901030734168,HUL,,,,,, 125.00 ,,,,,,,,,,,,,,,,,
VASELINE PETRO JELLY,,8901030734182,HUL,,,,,, 72.00 ,,,,,,,,,,,,,,,,,
FAIR & LOVELY MENS FACE WASH,,8901030777974,HUL,,,,,, 85.00 ,,,,,,,,,,,,,,,,,
LAKME BLUSH GLOW FACE WASH,,8901030732874,HUL,,,,,, 105.00 ,,,,,,,,,,,,,,,,,
LAKME ABSOLUTE BRIGHTENING DAY CREAM,,8901030753817,HUL,,,,,, 99.00 ,,,,,,,,,,,,,,,,,
POND'S WHITE BEAUTY,,8901030786051,HUL,,,,,, 70.00 ,,,,,,,,,,,,,,,,,
POND'S WHITE BEAUTY,,8901030786037,HUL,,,,,, 125.00 ,,,,,,,,,,,,,,,,,
LAKME ABSOLUTE BRIGHTENING DAY CREAM,,8901030790751,HUL,,,,,, 299.00 ,,,,,,,,,,,,,,,,,
FAIR & LOVELY INSTANT GLOW FACE WASH,,8901030731976,HUL,,,,,, 120.00 ,,,,,,,,,,,,,,,,,
FAIR & LOVELY INSTANT GLOW FACE WASH,,8901030821394,HUL,,,,,, 65.00 ,,,,,,,,,,,,,,,,,
PONDS WHITE BEAUTY FACE WASH,,8901030794131,HUL,,,,,, 149.00 ,,,,,,,,,,,,,,,,,
PONDS ANTI-POLLUTION FACE WASH,,8901030767654,HUL,,,,,, 190.00 ,,,,,,,,,,,,,,,,,
PONDS WHITE BEAUTY FACE WASH,,8901030794148,HUL,,,,,, 79.00 ,,,,,,,,,,,,,,,,,
PONDS ANTI-POLLUTION FACE WASH,,8901030767647,HUL,,,,,, 95.00 ,,,,,,,,,,,,,,,,,
DOVE DEEP PURE FACE WASH,,8901030676284,HUL,,,,,, 175.00 ,,,,,,,,,,,,,,,,,
AXE TEMPTATION AFTER SHAVE LOTION,,8901030611209,HUL,,,,,, 205.00 ,,,,,,,,,,,,,,,,,
CLOSEUP EVERFRESH+,,8901030788055,HUL,,,,,, 85.00 ,,,,,,,,,,,,,,,,,
CLOSEUP EVERFRESH+,,8901030788277,HUL,,,,,, 40.00 ,,,,,,,,,,,,,,,,,
CLOSEUP EVERFRESH+ PACK OF 2,,8901030788062,HUL,,,,,, 150.00 ,,,,,,,,,,,,,,,,,
GLOW & LOVELY ORIGINAL,,8901030821516,HUL,,,,,, 54.00 ,,,,,,,,,,,,,,,,,
GLOW & LOVELY ORIGINAL,,8901030821523,HUL,,,,,, 102.00 ,,,,,,,,,,,,,,,,,
GLOW & LOVELY ORIGINAL,,8901030821530,HUL,,,,,, 155.00 ,,,,,,,,,,,,,,,,,
GLOW & LOVELY AYURVEDIC,,8901030736070,HUL,,,,,, 72.00 ,,,,,,,,,,,,,,,,,
GLOW & LOVELY AYURVEDIC,,8901030736087,HUL,,,,,, 133.00 ,,,,,,,,,,,,,,,,,
GLOW & HANDSOME,,8901030822162,HUL,,,,,, 130.00 ,,,,,,,,,,,,,,,,,
GLOW & HANDSOME,,8901030742651,HUL,,,,,, 75.00 ,,,,,,,,,,,,,,,,,
PEPSODENT GUMCARE9+ TOOTHPASTE,,8901030677038,HUL,,,,,, 98.00 ,,,,,,,,,,,,,,,,,
PEPSODENT GERMICHECK+ TOOTHPASTE,,8901030739057,HUL,,,,,, 52.00 ,,,,,,,,,,,,,,,,,
PEPSODENT GERMICHECK+ TOOTHPASTE,,8901030674303,HUL,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
PEPSODENT GERMICHECK+ TOOTHPASTE,,8901030674310,HUL,,,,,, 129.00 ,,,,,,,,,,,,,,,,,
PEPSODENT 2 IN 1 TOOTHPASTE,,8901030677069,HUL,,,,,, 97.00 ,,,,,,,,,,,,,,,,,
AXE SHAVING CREAM  COMBO,,8901030788307,HUL,,,,,, 136.00 ,,,,,,,,,,,,,,,,,
REX BAKING POWDER,,8901030518584,HUL,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
BROWN & POLSON CUSTARD POWDER,,8901030551956,HUL,,,,,, 35.00 ,,,,,,,,,,,,,,,,,
BROWN & POLSON CORNFLOUR,,8901030518591,HUL,,,,,, 25.00 ,,,,,,,,,,,,,,,,,
KNORR HOT & SOUR VEGETABLE SOUP ,,8901030516269,HUL,,,,,, 55.00 ,,,,,,,,,,,,,,,,,
KNORR THICK TOMATO SOUP ,,8901030516306,HUL,,,,,, 55.00 ,,,,,,,,,,,,,,,,,
KNORR MIXED VEGETABLE SOUP ,,8901030516276,HUL,,,,,, 55.00 ,,,,,,,,,,,,,,,,,
KISSAN FRESH TOMATO SAUCE (BOTTLE),,8901030699085,HUL,,,,,, 140.00 ,,,,,,,,,,,,,,,,,
KISSAN FRESH TOMATO SAUCE (REFFIL),,8901030667756,HUL,,,,,, 130.00 ,,,,,,,,,,,,,,,,,
KISSAN FRESH TOMATO SAUCE (REFFIL),,8901030717376,HUL,,,,,, 50.00 ,,,,,,,,,,,,,,,,,
KISSAN MIXED FRUIT JAM,,8901030535048,HUL,,,,,, 150.00 ,,,,,,,,,,,,,,,,,
KISSAN MIXED FRUIT JAM,,8901030534966,HUL,,,,,, 65.00 ,,,,,,,,,,,,,,,,,
KISSAN MIXED FRUIT JAM,,8901030535093,HUL,,,,,, 215.00 ,,,,,,,,,,,,,,,,,
KISSAN MIXED FRUIT JAM,,8901030756047,HUL,,,,,, 280.00 ,,,,,,,,,,,,,,,,,
TAAZA TEA,,8901030456381,HUL,,,,,, 70.00 ,,,,,,,,,,,,,,,,,
TAAZA MASALA TEA,,8901030686504,HUL,,,,,, 75.00 ,,,,,,,,,,,,,,,,,
COMFORT FABRIC CONDITIONER ANTI-BACTERIAL (GREEN),,8901030735721,HUL,,,,,, 218.00 ,,,,,,,,,,,,,,,,,
COMFORT FABRIC CONDITIONER LILY FRESH (PINK),,8901030735738,HUL,,,,,, 218.00 ,,,,,,,,,,,,,,,,,
COMFORT FABRIC CONDITIONER MORNING FRESH (BLUE),,8901030735714,HUL,,,,,, 218.00 ,,,,,,,,,,,,,,,,,
LIFEBUOY SANITIZER,,8901030810244,HUL,,,,,, 250.00 ,,,,,,,,,,,,,,,,,
LIFEBUOY SANITIZER,,8901030813405,HUL,,,,,, 120.00 ,,,,,,,,,,,,,,,,,
VIMLIQUID JAR,,8901030760655,HUL,,,,,, 360.00 ,,,,,,,,,,,,,,,,,
TAJ MAHAL TEA,,8901030658778,HUL,,,,,, 520.00 ,,,,,,,,,,,,,,,,,
TAJ MAHAL TEA,,8901030658761,HUL,,,,,, 260.00 ,,,,,,,,,,,,,,,,,
TAJ MAHAL TEA,,8901030658754,HUL,,,,,, 135.00 ,,,,,,,,,,,,,,,,,
LIPTON GREEN TEA,,8901030779299,HUL,,,,,, 165.00 ,,,,,,,,,,,,,,,,,
LIPTON YELLOW LABEL,,8901030553868,HUL,,,,,, 220.00 ,,,,,,,,,,,,,,,,,
LIPTON GREEN LABEL,,8901030752902,HUL,,,,,, 460.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL MATIC TOP LOAD,,8901030710803,HUL,,,,,, 999.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL MATIC FRONT LOAD,,8901030710810,HUL,,,,,," 1,099.00 ",,,,,,,,,,,,,,,,,
SURF EXCEL MATIC FRONT LOAD,,8901030556807,HUL,,,,,, 530.00 ,,,,,,,,,,,,,,,,,
RIN POWDER,,8901030752384,HUL,,,,,, 65.00 ,,,,,,,,,,,,,,,,,
VIM BAR ,,8901030717048,HUL,,,,,, 40.00 ,,,,,,,,,,,,,,,,,
VIM BAR ,,8901030812972,HUL,,,,,, 30.00 ,,,,,,,,,,,,,,,,,
VIM BAR COMBO,,8901030670183,HUL,,,,,, 48.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL QUICK WASH,,8901030795664,HUL,,,,,, 180.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL EASY WASH,,8901030807299,HUL,,,,,, 95.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL EASY WASH,,8901030691386,HUL,,,,,, 496.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL QUICK WASH,,8901030783678,HUL,,,,,, 600.00 ,,,,,,,,,,,,,,,,,
SURF EXCEL MATIC TOP LOAD,,8901030816611,HUL,,,,,, 449.00 ,,,,,,,,,,,,,,,,,
BASMATI RICE,,690225103626,INDIA GATE,,,,,, 89.00 ,,,,,,,,,,,,,,,,,
RICE,,690225103633,INDIA GATE,,,,,, 440.00 ,,,,,,,,,,,,,,,,,
BASMATI RICE MOGRA,,690225106092,INDIA GATE,,,,,, 342.00 ,,,,,,,,,,,,,,,,,
BASMATI RICE DUBAR,,690225101134,INDIA GATE,,,,,, 115.00 ,,,,,,,,,,,,,,,,,
VIVEL BATH SOAP,,8901725937386,ITC,,,,,, 99.00 ,,,,,,,,,,,,,,,,,
SAVLON BATH SOAP,,8901725977146,ITC,,,,,, 87.00 ,,,,,,,,,,,,,,,,,
SAVLON ANTISEPTIC DISINFECTANT LIQUID,,8901725973148,ITC,,,,,, 156.00 ,,,,,,,,,,,,,,,,,
SAVLON ANTISEPTIC DISINFECTANT LIQUID,,8901725973131,ITC,,,,,, 291.00 ,,,,,,,,,,,,,,,,,
LISTERINE MOUTH WASH,,8901012133057,JHONSON & JHONSON,,,,,, 140.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY WIPES,,8901012119150,JHONSON & JHONSON,,,,,, 230.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,,8901012116791,JHONSON & JHONSON,,,,,, 320.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,,8901012116586,JHONSON & JHONSON,,,,,, 225.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,,8901012116579,JHONSON & JHONSON,,,,,, 135.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY POWDER,,8901012116562,JHONSON & JHONSON,,,,,, 75.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY OIL,,8901012116722,JHONSON & JHONSON,,,,,, 195.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY OIL,,8901012116715,JHONSON & JHONSON,,,,,, 110.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY OIL,,8901012116739,JHONSON & JHONSON,,,,,, 400.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY HAIR OIL,,8901012118092,JHONSON & JHONSON,,,,,, 120.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY HAIR OIL,,8901012118085,JHONSON & JHONSON,,,,,, 80.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY SHAMPOO,,8901012116944,JHONSON & JHONSON,,,,,, 360.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY SHAMPOO,,8901012116920,JHONSON & JHONSON,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
JOHNSONS TOP-TO-TOE BABY BATH,,8901012116890,JHONSON & JHONSON,,,,,, 160.00 ,,,,,,,,,,,,,,,,,
JOHNSONS TOP-TO-TOE BABY BATH,,8901012116883,JHONSON & JHONSON,,,,,, 85.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY LOTION,,8901012116852,JHONSON & JHONSON,,,,,, 165.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY LOTION,,8901012116845,JHONSON & JHONSON,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY SOAP,,8901012116654,JHONSON & JHONSON,,,,,, 62.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY SOAP,,8901012116647,JHONSON & JHONSON,,,,,, 52.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY SOAP,,8901012116661,JHONSON & JHONSON,,,,,, 90.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY CREAM,,8901012116814,JHONSON & JHONSON,,,,,, 75.00 ,,,,,,,,,,,,,,,,,
JOHNSONS MILK + RICE BABY CREAM,,8901012117002,JHONSON & JHONSON,,,,,, 75.00 ,,,,,,,,,,,,,,,,,
JOHNSONS BABY CREAM,,8901012116821,JHONSON & JHONSON,,,,,, 145.00 ,,,,,,,,,,,,,,,,,
